,OverallQual,YearBuilt,YearRemodAdd,ExterQual,BsmtQual,TotalBsmtSF,1stFlrSF,GrLivArea,FullBath,KitchenQual,TotRmsAbvGrd,GarageCars,GarageArea,Y
1014,8,2001,2001,2,2,810.0,810,1665,2,2,6,2.0,528.0,227000
1015,7,1996,1996,2,2,1504.0,1504,1504,2,2,6,2.0,478.0,203000
1016,8,1984,1984,2,2,1220.0,1360,1360,1,2,4,2.0,565.0,187500
1017,7,1991,1992,2,2,384.0,802,1472,2,2,7,2.0,402.0,160000
1018,7,2005,2005,2,2,1362.0,1506,1506,2,2,6,2.0,440.0,213490
1019,4,2005,2005,3,2,1132.0,1132,1132,1,2,5,2.0,451.0,176000
1020,7,2006,2006,2,2,1199.0,1220,1220,2,2,6,2.0,632.0,194000
1021,5,1930,1950,3,4,912.0,912,1248,1,3,6,1.0,160.0,87000
1022,7,2005,2006,2,2,1346.0,1504,1504,2,2,7,2.0,437.0,191000
1023,8,1976,1976,2,2,1565.0,2898,2898,2,2,10,2.0,665.0,287000
1024,5,1972,1972,3,4,882.0,882,882,1,3,5,2.0,461.0,112500
1025,5,1960,1960,3,4,1268.0,1264,1264,1,3,6,2.0,461.0,167500
1026,8,2007,2008,2,2,1638.0,1646,1646,2,2,7,3.0,800.0,293077
1027,5,1941,1950,3,4,768.0,968,1376,1,3,6,1.0,240.0,105000
1028,6,1972,1972,3,4,672.0,672,1218,1,3,7,1.0,264.0,118000
1029,5,1916,1995,3,4,686.0,948,1928,2,3,10,0.0,0.0,160000
1030,7,1920,1970,3,4,824.0,1687,3082,2,3,12,2.0,672.0,197000
1031,8,1993,1993,2,2,1338.0,1352,2520,2,2,10,3.0,796.0,310000
1032,7,2002,2002,2,2,1654.0,1654,1654,2,2,6,3.0,900.0,230000
1033,5,1938,1950,3,1,920.0,954,954,1,1,5,1.0,240.0,119750
1034,4,1957,1957,3,3,0.0,845,845,1,3,5,1.0,290.0,84000
1035,9,2007,2008,2,0,1620.0,1620,1620,2,0,6,3.0,912.0,315500
1036,8,2001,2002,2,2,1055.0,1055,2263,2,2,7,2.0,905.0,287000
1037,4,1970,2008,3,4,546.0,798,1344,1,3,6,0.0,0.0,97000
1038,4,1970,1970,3,2,630.0,630,630,1,3,3,1.0,286.0,80000
1039,5,1957,2000,3,4,1134.0,1803,1803,2,3,8,2.0,484.0,155000
1040,6,1966,2000,3,4,800.0,800,1632,1,2,7,2.0,484.0,173000
1041,6,2005,2005,2,2,1306.0,1306,1306,2,2,5,2.0,624.0,196000
1042,7,1990,1990,3,2,1475.0,1532,2329,2,2,10,2.0,514.0,262280
1043,8,1981,1981,2,2,2524.0,2524,2524,2,2,9,2.0,542.0,278000
1044,3,1955,1955,3,3,0.0,1733,1733,2,3,8,2.0,452.0,139600
1045,9,2005,2006,2,0,1992.0,1992,2868,3,0,11,3.0,716.0,556581
1046,5,1994,1995,3,2,990.0,990,990,1,3,5,2.0,672.0,145000
1047,5,1960,2006,3,3,0.0,1771,1771,1,3,9,2.0,336.0,115000
1048,4,1946,2006,3,3,0.0,930,930,1,2,6,1.0,308.0,84900
1049,7,2007,2007,2,2,1302.0,1302,1302,2,2,6,2.0,436.0,176485
1050,7,2007,2007,2,2,1316.0,1316,1316,2,2,6,2.0,440.0,200141
1051,6,1964,1978,3,4,816.0,1127,1977,1,3,9,2.0,540.0,165000
1052,5,1957,2002,3,4,1216.0,1526,1526,1,3,7,1.0,364.0,144500
1053,8,2002,2002,2,2,1065.0,1091,1989,2,2,7,2.0,586.0,255000
1054,6,1976,1976,3,2,1193.0,1523,1523,2,3,7,2.0,478.0,180000
1055,7,2005,2005,2,2,1364.0,1364,1364,2,2,6,2.0,484.0,185850
1056,7,1994,1994,2,2,973.0,979,1850,2,2,7,2.0,467.0,248000
1057,9,2008,2008,0,0,1104.0,1130,2184,2,0,10,3.0,836.0,335000
1058,6,1932,1950,3,4,854.0,1096,1991,1,3,7,2.0,432.0,220000
1059,8,2001,2001,2,2,1338.0,1338,1338,2,2,6,2.0,582.0,213500
1060,3,1935,1950,1,4,894.0,894,894,1,3,6,3.0,1248.0,81000
1061,5,1900,1950,3,4,662.0,1422,2337,2,3,10,2.0,560.0,90000
1062,6,1925,1980,3,4,1103.0,1103,1103,1,2,5,2.0,440.0,110500
1063,5,1966,1966,3,4,1154.0,1154,1154,1,3,6,2.0,480.0,154000
1064,7,1996,1997,2,0,1306.0,1306,2260,2,2,7,2.0,533.0,328000
1065,6,1993,1994,2,2,799.0,799,1571,2,3,7,2.0,380.0,178000
1066,6,1964,1964,3,4,780.0,798,1611,1,3,7,2.0,442.0,167900
1067,6,1973,1973,3,2,942.0,1291,2521,2,3,10,2.0,576.0,151400
1068,5,1949,2003,3,4,845.0,893,893,1,2,4,2.0,576.0,135000
1069,5,1956,1956,3,4,1048.0,1048,1048,1,3,6,1.0,286.0,135000
1070,6,1968,1968,3,4,727.0,829,1556,1,3,8,2.0,441.0,154000
1071,5,1948,1950,3,1,810.0,1002,1456,1,3,7,1.0,280.0,91500
1072,6,1977,1977,3,4,690.0,698,1426,1,3,6,2.0,440.0,159500
1073,7,2006,2006,2,2,1240.0,1240,1240,2,2,5,3.0,826.0,194000
1074,7,1940,1984,3,4,800.0,960,1740,1,3,6,1.0,240.0,219500
1075,5,1936,1989,3,1,796.0,1096,1466,2,2,7,2.0,566.0,170000
1076,5,1969,1969,3,4,1096.0,1096,1096,1,3,6,1.0,299.0,138800
1077,6,2004,2004,2,2,848.0,848,848,1,2,3,2.0,420.0,155900
1078,5,1994,1994,3,2,990.0,990,990,1,3,5,1.0,299.0,126000
1079,6,1971,2004,2,4,1258.0,1258,1258,2,2,5,2.0,528.0,145000
1080,5,1963,1963,3,4,1040.0,1040,1040,1,3,5,1.0,308.0,133000
1081,7,2002,2002,2,2,1459.0,1459,1459,2,2,6,2.0,527.0,192000
1082,6,1964,1964,3,4,1251.0,1251,1251,1,3,6,1.0,461.0,160000
1083,6,1995,1996,3,2,691.0,691,1498,2,3,6,2.0,409.0,187500
1084,6,1992,1992,3,2,936.0,996,996,1,2,5,2.0,564.0,147000
1085,4,1973,1973,3,4,546.0,546,1092,1,3,6,1.0,286.0,83500
1086,8,2005,2006,2,2,1082.0,1082,1953,2,2,9,3.0,1043.0,252000
1087,7,2004,2004,2,2,970.0,970,1709,2,2,7,2.0,380.0,137500
1088,8,2005,2005,2,2,1247.0,1247,1247,1,2,4,2.0,550.0,197000
1089,3,1950,1950,3,3,0.0,1040,1040,2,3,6,2.0,400.0,92900
1090,7,1999,2000,2,2,600.0,624,1252,2,2,4,2.0,462.0,160000
1091,6,1925,1950,3,4,1181.0,1390,1694,2,3,7,2.0,576.0,136500
1092,5,1965,1998,3,4,864.0,1200,1200,1,2,6,2.0,884.0,146000
1093,5,1956,2000,3,4,936.0,936,936,1,3,4,1.0,308.0,129000
1094,6,2006,2006,2,2,1314.0,1314,1314,2,2,6,2.0,440.0,176432
1095,6,1914,2006,3,4,684.0,773,1355,1,2,7,0.0,0.0,127000
1096,8,1986,1986,2,2,1074.0,1088,1088,1,2,5,2.0,461.0,170000
1097,4,1936,1950,3,4,672.0,757,1324,1,3,6,1.0,240.0,128000
1098,7,1978,1978,3,2,1271.0,1601,1601,2,3,7,2.0,478.0,157000
1099,2,1920,1950,3,4,290.0,438,438,1,1,3,1.0,246.0,60000
1100,5,1971,1971,3,4,950.0,950,950,1,3,5,1.0,280.0,119500
1101,5,1960,2002,3,4,1010.0,1134,1134,1,3,6,1.0,254.0,135000
1102,6,1959,1959,3,4,655.0,1194,1194,1,3,6,2.0,539.0,159500
1103,5,1970,1970,3,4,630.0,630,1302,2,3,6,2.0,440.0,106000
1104,8,1994,1995,2,0,1463.0,1500,2622,2,2,9,2.0,712.0,325000
1105,7,1990,1991,2,2,910.0,1442,1442,2,2,6,2.0,719.0,179900
1106,7,2006,2006,2,0,868.0,887,2021,2,2,9,2.0,422.0,274725
1107,6,2000,2000,3,2,924.0,948,1690,2,3,7,2.0,463.0,181000
1108,8,2004,2005,2,0,1836.0,1836,1836,2,2,7,3.0,862.0,280000
1109,6,1995,1996,3,2,773.0,773,1658,2,3,8,2.0,431.0,188000
1110,7,1976,1976,3,4,803.0,1098,1964,2,3,8,2.0,483.0,205000
1111,5,1957,1957,3,4,816.0,816,816,1,3,5,1.0,308.0,129900
1112,5,1953,2006,3,4,1008.0,1008,1008,1,2,6,1.0,240.0,134500
1113,5,1954,2000,3,4,833.0,833,833,1,2,4,1.0,326.0,117000
1114,8,2007,2007,2,0,1734.0,1734,1734,2,0,7,3.0,928.0,318000
1115,8,2002,2002,2,2,408.0,779,1419,2,2,7,2.0,527.0,184100
1116,5,1967,2003,3,4,894.0,894,894,1,2,5,2.0,450.0,130000
1117,5,1958,1987,3,4,533.0,1021,1601,1,3,6,1.0,300.0,140000
1118,5,1959,1959,3,4,1040.0,1040,1040,1,3,6,1.0,286.0,133700
1119,6,1920,1950,3,4,1012.0,1012,1012,1,3,6,1.0,308.0,118400
1120,7,2005,2006,2,2,1552.0,1552,1552,2,2,7,3.0,782.0,212900
1121,4,1956,1956,3,4,672.0,960,960,1,3,5,1.0,288.0,112000
1122,5,1947,2008,3,4,698.0,698,698,1,3,4,0.0,0.0,118000
1123,7,1992,1992,3,2,384.0,812,1482,2,2,7,2.0,392.0,163900
1124,4,1955,1955,3,4,1005.0,1005,1005,1,1,5,2.0,672.0,115000
1125,7,2007,2007,2,2,1373.0,1555,1555,2,2,7,3.0,660.0,174000
1126,7,2004,2004,2,2,1530.0,1530,1530,2,2,7,3.0,630.0,259000
1127,7,2004,2005,2,2,847.0,847,1959,2,2,8,2.0,434.0,215000
1128,5,1980,1980,3,2,936.0,936,936,1,3,4,2.0,672.0,140000
1129,4,1928,1950,3,4,1122.0,1328,1981,2,2,7,2.0,576.0,135000
1130,5,1991,1992,3,2,974.0,974,974,1,3,5,0.0,0.0,93500
1131,6,1880,1950,3,4,1008.0,1178,2210,2,1,8,1.0,205.0,117500
1132,8,1995,1995,2,2,1128.0,1142,2020,2,2,8,2.0,466.0,239500
1133,6,1997,1997,3,2,916.0,916,1600,2,3,7,2.0,460.0,169000
1134,6,1926,1950,3,4,960.0,986,986,1,3,5,1.0,180.0,102000
1135,6,1950,1950,3,4,1032.0,1032,1252,1,3,6,1.0,288.0,119000
1136,5,1875,1996,3,4,780.0,780,1020,1,3,6,0.0,0.0,94000
1137,6,1977,1977,3,4,1567.0,1567,1567,2,2,5,2.0,714.0,196000
1138,5,1920,1950,3,4,915.0,1167,1167,1,3,6,2.0,495.0,144000
1139,5,1951,1951,3,4,952.0,952,952,1,3,4,2.0,840.0,139000
1140,5,1976,1976,3,4,780.0,1088,1868,2,2,9,2.0,484.0,197500
1141,8,2006,2007,2,0,1466.0,1466,2828,3,2,11,3.0,1052.0,424870
1142,5,1959,1959,3,4,1006.0,1006,1006,1,3,5,0.0,0.0,80000
1143,4,1941,1950,3,2,672.0,672,924,1,1,5,1.0,280.0,80000
1144,5,1928,1950,3,4,1042.0,1042,1576,1,3,8,1.0,225.0,149000
1145,6,1985,1985,2,2,1298.0,1298,1298,2,2,5,2.0,403.0,180000
1146,7,1941,1950,3,4,704.0,860,1564,1,1,7,1.0,234.0,174500
1147,7,1926,1950,3,4,572.0,572,1111,1,3,5,1.0,288.0,116900
1148,7,1920,1988,3,4,650.0,832,1482,1,3,7,2.0,324.0,143000
1149,6,1950,1950,3,4,932.0,932,932,1,2,4,1.0,306.0,124000
1150,5,1959,1959,3,4,1466.0,1466,1466,1,1,6,2.0,528.0,149900
1151,6,1956,2004,3,4,1073.0,1811,1811,1,0,6,2.0,470.0,230000
1152,6,1930,2007,2,4,816.0,816,816,1,3,5,1.0,432.0,120500
1153,7,1965,1988,3,4,864.0,902,1820,1,2,8,2.0,492.0,201800
1154,5,1976,2004,2,2,1437.0,1437,1437,2,2,6,2.0,528.0,218000
1155,5,1965,1999,3,4,1219.0,1265,1265,2,2,6,2.0,502.0,179900
1156,7,2007,2008,2,2,1314.0,1314,1314,2,2,6,2.0,626.0,230000
1157,8,2007,2008,2,2,1580.0,1580,1580,2,2,7,3.0,830.0,235128
1158,6,1974,1974,2,4,901.0,943,1876,2,2,8,2.0,540.0,185000
1159,6,1978,1978,3,2,855.0,855,1456,2,3,7,2.0,440.0,146000
1160,6,1954,2006,2,4,1296.0,1640,1640,1,2,7,2.0,924.0,224000
1161,5,1968,1968,3,2,894.0,894,894,1,3,5,2.0,450.0,129000
1162,4,1969,1969,3,2,1198.0,1258,1258,0,3,6,2.0,400.0,108959
1163,5,1978,1978,3,2,1360.0,1432,1432,1,2,5,2.0,588.0,194000
1164,7,2009,2009,2,2,1502.0,1502,1502,2,2,7,2.0,644.0,233170
1165,8,2008,2008,2,2,1694.0,1694,1694,2,2,7,3.0,776.0,245350
1166,6,2000,2000,3,2,959.0,959,1671,2,3,7,2.0,472.0,173000
1167,6,1935,1986,3,4,1127.0,1236,2108,2,2,7,2.0,540.0,235000
1168,10,1995,1996,2,0,1930.0,1831,3627,3,2,10,3.0,807.0,625000
1169,6,1977,1977,3,4,1096.0,1118,1118,1,3,6,1.0,358.0,171000
1170,6,1958,1958,3,4,1261.0,1261,1261,1,3,6,2.0,433.0,163000
1171,7,2006,2007,2,2,625.0,625,1250,2,2,5,2.0,625.0,171900
1172,5,1946,1994,3,4,1598.0,1636,3086,3,0,12,0.0,0.0,200500
1173,6,1932,1950,3,2,952.0,1170,2345,2,3,9,2.0,360.0,239000
1174,8,1992,2000,2,2,1683.0,2129,2872,2,2,9,2.0,541.0,285000
1175,5,1984,1985,3,4,876.0,923,923,1,3,5,1.0,264.0,119500
1176,6,1926,2004,3,4,818.0,818,1224,1,3,5,1.0,210.0,115000
1177,5,1921,1950,3,4,731.0,820,1343,1,3,7,1.0,186.0,154900
1178,5,1954,1954,3,3,0.0,1124,1124,1,3,5,0.0,0.0,93000
1179,7,1990,1991,3,2,1216.0,1298,2514,2,3,8,2.0,693.0,250000
1180,8,2008,2008,0,0,1600.0,1652,1652,2,2,5,2.0,482.0,392500
1181,10,1996,1996,2,0,2396.0,2411,4476,3,0,10,3.0,813.0,745000
1182,5,1920,1950,3,4,1120.0,1130,1130,1,3,5,2.0,720.0,120000
1183,5,1963,1963,3,4,1572.0,1572,1572,1,3,5,3.0,995.0,186700
1184,5,1924,1950,3,4,784.0,949,1221,1,3,7,1.0,392.0,104900
1185,3,1900,1970,3,1,978.0,1014,1699,2,3,7,2.0,420.0,95000
1186,8,1994,1995,2,2,1624.0,1624,1624,2,2,5,3.0,757.0,262000
1187,7,2002,2002,2,2,831.0,831,1660,2,2,7,2.0,493.0,195000
1188,7,1999,1999,3,4,994.0,1028,1804,2,2,7,2.0,442.0,189000
1189,4,1961,1975,3,4,1249.0,1622,1622,1,3,7,4.0,1356.0,168000
1190,8,1999,2000,2,2,776.0,764,1441,2,2,5,2.0,492.0,174000
1191,5,1925,1994,3,4,702.0,842,1472,1,2,6,1.0,250.0,125000
1192,6,1999,1999,3,0,1224.0,1224,1224,2,3,5,2.0,402.0,165000
1193,6,1969,1969,3,4,663.0,663,1352,1,3,7,1.0,299.0,158000
1194,6,2005,2005,3,2,728.0,728,1456,2,2,8,2.0,400.0,176000
1195,7,2006,2006,2,2,879.0,879,1863,2,2,9,3.0,660.0,219210
1196,7,1916,1950,3,4,815.0,815,1690,1,3,7,1.0,225.0,144000
1197,7,2001,2001,2,2,1212.0,1212,1212,2,2,6,2.0,573.0,178000
1198,4,1963,1979,3,4,1051.0,1382,1382,1,3,6,2.0,459.0,148000
1199,4,1970,1970,3,4,864.0,864,864,1,3,5,1.0,280.0,116050
1200,7,1998,1998,3,2,866.0,866,1779,2,2,6,2.0,546.0,197900
1201,5,1925,1997,3,4,884.0,884,1348,1,3,5,1.0,216.0,117000
1202,7,2000,2001,2,2,1630.0,1630,1630,2,2,6,2.0,451.0,213000
1203,5,1975,1975,3,2,1056.0,1074,1074,1,3,6,2.0,495.0,153500
1204,7,1990,1991,2,2,2158.0,2196,2196,2,2,7,3.0,701.0,271900
1205,4,1966,1966,3,4,1056.0,1056,1056,1,3,5,1.0,384.0,107000
1206,6,2003,2003,2,2,1682.0,1700,1700,2,2,7,2.0,544.0,200000
1207,5,1962,1980,3,4,931.0,1283,1283,1,3,6,2.0,506.0,140000
1208,8,2006,2006,2,0,1660.0,1660,1660,2,2,8,2.0,500.0,290000
1209,6,1992,1992,2,2,1055.0,1055,1845,2,2,8,2.0,462.0,189000
1210,8,1988,2005,2,2,559.0,1080,1752,2,3,8,2.0,492.0,164000
1211,4,1941,1950,3,4,672.0,672,672,1,3,4,1.0,234.0,113000
1212,4,1965,2001,3,4,648.0,960,960,0,3,3,1.0,364.0,145000
1213,5,1962,1962,3,4,925.0,999,999,1,3,6,1.0,300.0,134500
1214,5,1966,1966,3,4,894.0,894,894,1,3,5,1.0,384.0,125000
1215,6,1978,1978,3,3,0.0,1318,1902,2,3,8,2.0,539.0,112000
1216,8,2009,2009,2,2,1300.0,1314,1314,2,2,6,2.0,552.0,229456
1217,4,1947,1950,3,3,0.0,672,912,1,3,3,0.0,0.0,80500
1218,6,1971,1971,3,4,672.0,672,1218,1,3,7,0.0,0.0,91500
1219,5,1964,1964,3,4,912.0,912,912,1,3,5,1.0,288.0,115000
1220,5,1968,1968,3,4,952.0,1211,1211,1,3,5,1.0,322.0,134000
1221,6,1949,1950,3,4,1040.0,1168,1846,2,3,7,1.0,315.0,143000
1222,5,1951,1951,3,4,2136.0,2136,2136,2,3,7,2.0,528.0,137900
1223,7,2004,2005,2,2,788.0,788,1490,2,2,8,2.0,388.0,184000
1224,6,1958,1958,3,4,588.0,1138,1138,1,3,6,1.0,264.0,145000
1225,6,2007,2007,2,2,894.0,894,1933,2,2,9,3.0,668.0,214000
1226,5,1965,2008,3,4,912.0,912,912,1,2,5,2.0,576.0,147000
1227,9,2008,2008,0,0,1702.0,1702,1702,1,0,7,3.0,1052.0,367294
1228,5,1960,1960,3,4,1075.0,1507,1507,2,3,7,1.0,404.0,127000
1229,5,1977,1977,3,2,1361.0,1361,2620,2,3,12,2.0,600.0,190000
1230,5,1962,1962,3,4,1106.0,1190,1190,1,3,6,2.0,540.0,132500
1231,4,1962,1962,3,3,0.0,1224,1224,2,3,6,2.0,462.0,101800
1232,5,1959,1959,3,4,1188.0,1188,1188,1,3,6,2.0,531.0,142000
1233,5,1911,1950,3,4,940.0,1024,1964,1,3,7,0.0,0.0,130000
1234,5,1914,1950,3,2,747.0,892,1784,1,3,9,1.0,180.0,138887
1235,7,2003,2003,2,2,764.0,764,1626,2,2,6,2.0,474.0,175500
1236,7,2004,2005,2,2,847.0,847,1948,2,2,8,2.0,434.0,195000
1237,6,2005,2005,2,2,1141.0,1141,1141,1,3,6,2.0,484.0,142500
1238,8,2006,2006,2,2,1476.0,1484,1484,2,0,6,2.0,472.0,265900
1239,7,2003,2003,2,2,884.0,884,1768,2,2,8,2.0,543.0,224900
1240,7,2007,2007,2,2,1689.0,1689,1689,2,2,7,3.0,954.0,248328
1241,7,1974,1974,3,2,1053.0,1173,1173,2,2,6,2.0,528.0,170000
1242,10,2006,2006,0,0,2076.0,2076,2076,2,0,7,3.0,850.0,465000
1243,8,1929,1950,3,2,792.0,792,1517,1,2,7,2.0,400.0,230000
1244,6,1984,2003,3,2,585.0,1140,1868,3,3,7,2.0,477.0,178000
1245,7,2005,2006,2,2,756.0,756,1553,2,2,6,2.0,615.0,186500
1246,6,1976,1976,3,4,1012.0,1034,1034,1,3,6,3.0,888.0,169900
1247,6,1917,1950,3,2,735.0,1134,2058,1,3,8,2.0,396.0,129500
1248,5,1950,1950,3,4,876.0,988,988,1,3,6,1.0,276.0,119000
1249,7,1968,1968,2,4,2110.0,2110,2110,2,0,8,2.0,522.0,244000
1250,7,2003,2003,2,2,1405.0,1405,1405,2,2,6,2.0,478.0,171750
1251,5,1968,1968,3,4,864.0,874,874,1,3,5,1.0,288.0,130000
1252,7,1974,2003,2,4,1192.0,1516,2167,2,2,9,2.0,518.0,294000
1253,7,2003,2004,2,2,746.0,760,1656,2,2,7,2.0,397.0,165400
1254,6,1931,1950,3,4,884.0,959,1367,1,3,6,1.0,560.0,127500
1255,8,1994,1994,2,2,1986.0,1987,1987,2,2,7,2.0,691.0,301500
1256,5,1922,1950,3,1,864.0,864,864,1,3,4,0.0,0.0,99900
1257,7,2005,2005,2,2,856.0,1166,1166,2,2,5,2.0,400.0,190000
1258,6,1969,1969,3,2,1054.0,1054,1054,1,3,6,2.0,460.0,151000
1259,6,1999,1999,3,2,841.0,892,1675,2,3,7,2.0,502.0,181000
1260,5,1956,1956,3,4,1050.0,1050,1050,1,3,5,1.0,338.0,128900
1261,4,1957,1989,3,4,1104.0,1104,1788,1,3,8,1.0,304.0,161500
1262,6,1919,1950,3,4,764.0,1060,1824,1,3,8,2.0,520.0,180500
1263,6,1998,1999,2,2,1405.0,1337,1337,2,2,5,2.0,511.0,181000
1264,7,1999,1999,2,2,691.0,713,1452,2,2,6,2.0,506.0,183900
1265,7,1910,1950,1,4,925.0,964,1889,1,3,9,1.0,308.0,122000
1266,9,2008,2009,0,0,2002.0,2018,2018,2,0,10,3.0,746.0,378500
1267,8,1935,1997,3,4,728.0,1968,3447,3,2,11,3.0,1014.0,381000
1268,5,1958,1958,3,4,874.0,874,1524,1,3,7,1.0,315.0,144000
1269,7,1979,1979,2,2,1332.0,1332,1524,0,2,4,2.0,586.0,260000
1270,6,1968,1968,3,4,1489.0,1489,1489,2,2,7,2.0,462.0,185750
1271,5,1965,1965,3,4,935.0,935,935,1,3,5,1.0,288.0,137000
1272,6,1959,2006,3,4,1019.0,1357,1357,1,0,5,1.0,312.0,177000
1273,5,1910,2003,3,4,661.0,661,1250,2,3,8,2.0,552.0,139000
1274,5,1948,1950,3,4,928.0,928,1920,2,3,10,2.0,400.0,137000
1275,6,1972,1972,3,4,723.0,735,1395,1,3,6,2.0,497.0,162000
1276,6,1967,1976,3,2,1680.0,1724,1724,1,3,7,2.0,480.0,197900
1277,8,2002,2002,2,2,1128.0,1128,2031,2,2,7,2.0,577.0,237000
1278,4,1920,1950,3,4,698.0,698,1128,1,3,6,2.0,528.0,68400
1279,7,2002,2002,2,2,1573.0,1573,1573,2,2,6,2.0,544.0,227000
1280,7,1990,1990,3,2,1309.0,1339,1339,2,3,6,2.0,484.0,180000
1281,5,1977,2008,3,2,1040.0,1040,1040,2,2,5,2.0,484.0,150500
1282,6,1971,1971,3,4,912.0,912,1824,2,3,8,0.0,0.0,139000
1283,6,1919,1990,3,4,804.0,1699,2447,2,2,10,1.0,336.0,169000
1284,6,1939,1950,3,4,780.0,825,1412,1,3,6,1.0,280.0,132500
1285,6,1963,1963,3,4,1328.0,1328,1328,1,3,6,2.0,528.0,143000
1286,5,1964,1964,3,4,1624.0,1582,1582,2,3,7,2.0,390.0,190000
1287,8,2000,2000,2,2,1501.0,1659,1659,2,0,5,2.0,499.0,278000
1288,8,2006,2006,2,2,1085.0,1120,1970,2,0,8,3.0,753.0,281000
1289,5,1964,1964,3,4,1152.0,1152,1152,1,3,6,2.0,484.0,180500
1290,5,1972,1972,3,4,630.0,630,1302,2,3,6,1.0,264.0,119500
1291,5,1892,1965,3,4,994.0,1378,2372,2,3,11,1.0,432.0,107500
1292,7,1976,1976,3,2,832.0,832,1664,2,3,8,2.0,528.0,162900
1293,5,1955,1990,3,4,864.0,864,864,1,3,5,2.0,572.0,115000
1294,5,1968,1968,3,4,1052.0,1052,1052,1,3,5,1.0,288.0,138500
1295,5,1963,1963,3,4,1120.0,1128,1128,2,3,6,2.0,525.0,155000
1296,6,2005,2006,3,2,547.0,1072,1072,2,3,5,2.0,525.0,140000
1297,5,1959,1994,3,4,1246.0,1246,1246,1,2,6,1.0,305.0,154000
1298,7,1999,1999,2,2,978.0,1005,1983,2,2,9,2.0,490.0,225000
1299,6,1942,1950,3,4,771.0,753,1494,1,2,7,1.0,213.0,177500
1300,8,1994,1994,2,2,1165.0,1203,2526,2,2,8,3.0,844.0,290000
1301,7,2005,2005,2,2,1616.0,1616,1616,2,2,7,3.0,834.0,232000
1302,7,2004,2004,2,2,976.0,976,1708,2,2,7,2.0,380.0,130000
1303,9,2006,2007,2,0,1652.0,1652,1652,2,0,6,2.0,840.0,325000
1304,7,2005,2006,2,2,1368.0,1368,1368,2,2,6,2.0,474.0,202500
1305,5,1994,1995,3,2,990.0,990,990,1,3,5,2.0,480.0,138000
1306,5,1948,2005,3,4,924.0,1122,1122,1,2,6,2.0,528.0,147000
1307,6,1991,1991,3,2,1278.0,1294,1294,2,2,6,2.0,496.0,179200
1308,7,1959,2002,2,2,1902.0,1902,1902,2,0,7,2.0,567.0,335000
1309,7,2005,2007,2,2,1274.0,1274,1274,2,2,6,2.0,508.0,203000
1310,8,1990,1990,2,0,1453.0,1453,2810,2,2,9,2.0,750.0,302000
1311,9,1999,1999,2,2,1393.0,1422,2599,2,2,10,3.0,779.0,333168
1312,4,1954,1954,3,4,948.0,948,948,1,3,5,1.0,280.0,119000
1313,6,1969,1969,3,1,952.0,1092,2112,2,3,9,2.0,576.0,206900
1314,8,2008,2008,2,0,1622.0,1630,1630,2,0,8,3.0,860.0,295493
1315,7,2006,2007,2,0,1352.0,1352,1352,2,2,5,2.0,466.0,208900
1316,8,2001,2002,2,2,1753.0,1787,1787,2,2,7,3.0,748.0,275000
1317,4,1954,1954,3,4,864.0,948,948,1,3,5,1.0,248.0,111000
1318,6,1957,1957,3,4,1478.0,1478,1478,1,3,6,2.0,442.0,156500
1319,3,1949,1950,3,3,0.0,720,720,1,3,4,1.0,287.0,72500
1320,7,1992,1992,2,2,750.0,1061,1923,2,2,8,2.0,564.0,190000
1321,4,1940,1950,1,4,420.0,708,708,1,1,5,0.0,0.0,82500
1322,8,2006,2007,2,0,1795.0,1795,1795,2,2,7,3.0,895.0,147000
1323,4,1922,1950,3,4,796.0,796,796,1,3,5,0.0,0.0,55000
1324,3,1931,2006,3,4,544.0,774,774,1,2,6,0.0,0.0,79000
1325,5,1982,2008,2,4,816.0,816,816,1,2,5,1.0,264.0,130500
1326,6,1920,1950,2,2,1510.0,1584,2792,2,3,8,2.0,520.0,256000
1327,7,1998,1998,3,2,935.0,955,1632,2,3,8,2.0,462.0,176500
1328,8,2006,2006,2,2,1588.0,1588,1588,2,2,7,3.0,825.0,227000
1329,5,1976,1976,3,4,911.0,954,954,1,3,6,2.0,576.0,132500
1330,4,1938,1958,3,4,816.0,816,816,1,3,3,1.0,288.0,100000
1331,5,1938,1995,3,4,803.0,803,1360,1,2,6,1.0,297.0,125500
1332,5,1970,1970,3,4,765.0,765,1365,1,3,7,2.0,440.0,125000
1333,6,1977,1977,3,2,1350.0,1334,1334,2,3,6,2.0,630.0,167900
1334,5,1973,1973,3,4,1656.0,1656,1656,2,3,8,2.0,506.0,135000
1335,4,1941,1950,3,4,693.0,693,693,1,1,4,0.0,0.0,52500
1336,7,2002,2002,2,2,916.0,920,1861,2,2,8,2.0,492.0,200000
1337,5,1972,1972,3,4,864.0,864,864,1,3,5,1.0,288.0,128500
1338,4,1971,1971,3,4,858.0,872,872,1,3,5,4.0,480.0,123000
1339,6,2003,2004,3,2,1114.0,1114,1114,1,2,6,2.0,576.0,155000
1340,8,2002,2002,2,2,1284.0,1284,2169,2,2,7,2.0,647.0,228500
1341,6,1928,1950,3,4,896.0,1172,1913,1,3,9,2.0,342.0,177000
1342,7,2006,2006,2,2,728.0,728,1456,2,2,8,2.0,440.0,155835
1343,4,1920,1950,3,4,960.0,960,960,1,1,5,1.0,308.0,108500
1344,7,1968,2003,3,4,1568.0,2156,2156,2,3,9,2.0,508.0,262500
